cde_id	amp_variable	sb_source	table_schema_field	example_source_value	spec_origin	spec_status	schema_error	sb_value_set
171	ess_info_source	AMP-PD	"{""name"":""ess_info_source"",""type"":""string"",""constraints"":{""enum"":[""Patient"",""Patient and Caregiver"",""Caregiver""]},""categories"":[{""value"":""Patient"",""label"":""Patient""},{""value"":""Patient and Caregiver"",""label"":""Patient and Caregiver""},{""value"":""Caregiver"",""label"":""Caregiver""}]}"	Patient	SB:amp_value_set	sb_fallback		Patient | Patient and Caregiver | Caregiver
172	ess_summary_score	AMP-PD	"{""name"":""ess_summary_score"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":24}}"	12	SB:amp_value_set	sb_fallback		0 - 24
173	ethnicity	AMP-PD	"{""name"":""ethnicity"",""type"":""string"",""constraints"":{""enum"":[""Not Hispanic or Latino"",""Hispanic or Latino"",""Unknown""]},""categories"":[{""value"":""Not Hispanic or Latino"",""label"":""Not Hispanic or Latino""},{""value"":""Hispanic or Latino"",""label"":""Hispanic or Latino""},{""value"":""Unknown"",""label"":""Unknown""}]}"	Not Hispanic or Latino	SB:amp_value_set	sb_fallback		Not Hispanic or Latino | Hispanic or Latino | Unknown
174	exec_dys	AMP-PD	"{""name"":""exec_dys"",""type"":""string"",""constraints"":{""enum"":[""Yes"",""No"",""NA""]},""categories"":[{""value"":""Yes"",""label"":""Yes""},{""value"":""No"",""label"":""No""},{""value"":""NA"",""label"":""NA""}]}"	Yes	SB:amp_value_set	sb_fallback		Yes | No | NA
175	fluc_cogn	AMP-PD	"{""name"":""fluc_cogn"",""type"":""string"",""constraints"":{""enum"":[""Yes"",""No"",""NA""]},""categories"":[{""value"":""Yes"",""label"":""Yes""},{""value"":""No"",""label"":""No""},{""value"":""NA"",""label"":""NA""}]}"	Yes	SB:amp_value_set	sb_fallback		Yes | No | NA
176	genetic	AMP-PD	"{""name"":""genetic"",""type"":""string"",""constraints"":{""enum"":[""Exome"",""SNP chip"",""Other"",""NA""]},""categories"":[{""value"":""Exome"",""label"":""Exome""},{""value"":""SNP chip"",""label"":""SNP chip""},{""value"":""Other"",""label"":""Other""},{""value"":""NA"",""label"":""NA""}]}"	Exome	SB:amp_value_set	sb_fallback		Exome | SNP chip | Other | NA
177	GUID	AMP-PD	"{""name"":""GUID"",""type"":""string""}"	GUID_0001	AMP:pdrd/Caffeine_history_dictionary.csv	amp_sourced		
178	informed_consent_months_after_baseline	AMP-PD	"{""name"":""informed_consent_months_after_baseline"",""type"":""number""}"		AMP:pdrd/Enrollment_dictionary.csv	amp_sourced		
180	mds_updrs_part_i_pat_quest_primary_info_source	AMP-PD	"{""name"":""mds_updrs_part_i_pat_quest_primary_info_source"",""type"":""string"",""constraints"":{""enum"":[""Patient"",""Patient and Caregiver - Equal Proportion"",""Caregiver""]},""categories"":[{""value"":""Patient"",""label"":""Patient""},{""value"":""Patient and Caregiver - Equal Proportion"",""label"":""Patient and Caregiver - Equal Proportion""},{""value"":""Caregiver"",""label"":""Caregiver""}]}"	Patient	SB:amp_value_set	sb_fallback		Patient | Patient and Caregiver - Equal Proportion | Caregiver
181	mds_updrs_part_i_pat_quest_sub_score	AMP-PD	"{""name"":""mds_updrs_part_i_pat_quest_sub_score"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":24}}"	12	SB:amp_value_set	sb_fallback		0 - 24
182	mds_updrs_part_i_primary_info_source	AMP-PD	"{""name"":""mds_updrs_part_i_primary_info_source"",""type"":""string"",""constraints"":{""enum"":[""Patient"",""Patient and Caregiver - Equal Proportion"",""Caregiver""]},""categories"":[{""value"":""Patient"",""label"":""Patient""},{""value"":""Patient and Caregiver - Equal Proportion"",""label"":""Patient and Caregiver - Equal Proportion""},{""value"":""Caregiver"",""label"":""Caregiver""}]}"	Patient	SB:amp_value_set	sb_fallback		Patient | Patient and Caregiver - Equal Proportion | Caregiver
183	mds_updrs_part_i_sub_score	AMP-PD	"{""name"":""mds_updrs_part_i_sub_score"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":24}}"	12	SB:amp_value_set	sb_fallback		0 - 24
184	mds_updrs_part_i_summary_score	AMP-PD	"{""name"":""mds_updrs_part_i_summary_score"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":48}}"	24	SB:amp_value_set	sb_fallback		0 - 48
185	mds_updrs_part_ii_primary_info_source	AMP-PD	"{""name"":""mds_updrs_part_ii_primary_info_source"",""type"":""string"",""constraints"":{""enum"":[""Patient"",""Patient and Caregiver - Equal Proportion"",""Caregiver""]},""categories"":[{""value"":""Patient"",""label"":""Patient""},{""value"":""Patient and Caregiver - Equal Proportion"",""label"":""Patient and Caregiver - Equal Proportion""},{""value"":""Caregiver"",""label"":""Caregiver""}]}"	Patient	SB:amp_value_set	sb_fallback		Patient | Patient and Caregiver - Equal Proportion | Caregiver
186	mds_updrs_part_ii_summary_score	AMP-PD	"{""name"":""mds_updrs_part_ii_summary_score"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":52}}"	26	SB:amp_value_set	sb_fallback		0 - 52
187	mds_updrs_part_iii_summary_score	AMP-PD	"{""name"":""mds_updrs_part_iii_summary_score"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":132}}"	66	SB:amp_value_set	sb_fallback		0 - 132
188	mds_updrs_part_iv_summary_score	AMP-PD	"{""name"":""mds_updrs_part_iv_summary_score"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":24}}"	12	SB:amp_value_set	sb_fallback		0 - 24
189	memory_loss	AMP-PD	"{""name"":""memory_loss"",""type"":""string"",""constraints"":{""enum"":[""Yes"",""No"",""NA""]},""categories"":[{""value"":""Yes"",""label"":""Yes""},{""value"":""No"",""label"":""No""},{""value"":""NA"",""label"":""NA""}]}"	Yes	SB:amp_value_set	sb_fallback		Yes | No | NA
190	mms101a_year	AMP-PD	"{""name"":""mms101a_year"",""type"":""string"",""constraints"":{""enum"":[""Correct"",""Incorrect""]},""categories"":[{""value"":""Correct"",""label"":""Correct""},{""value"":""Incorrect"",""label"":""Incorrect""}]}"	Correct	SB:amp_value_set	sb_fallback		Correct | Incorrect
191	mms101b_season	AMP-PD	"{""name"":""mms101b_season"",""type"":""string"",""constraints"":{""enum"":[""Correct"",""Incorrect""]},""categories"":[{""value"":""Correct"",""label"":""Correct""},{""value"":""Incorrect"",""label"":""Incorrect""}]}"	Correct	SB:amp_value_set	sb_fallback		Correct | Incorrect
192	mms101c_month	AMP-PD	"{""name"":""mms101c_month"",""type"":""string"",""constraints"":{""enum"":[""Correct"",""Incorrect""]},""categories"":[{""value"":""Correct"",""label"":""Correct""},{""value"":""Incorrect"",""label"":""Incorrect""}]}"	Correct	SB:amp_value_set	sb_fallback		Correct | Incorrect
193	mms101d_day	AMP-PD	"{""name"":""mms101d_day"",""type"":""string"",""constraints"":{""enum"":[""Correct"",""Incorrect""]},""categories"":[{""value"":""Correct"",""label"":""Correct""},{""value"":""Incorrect"",""label"":""Incorrect""}]}"	Correct	SB:amp_value_set	sb_fallback		Correct | Incorrect
194	mms101e_date	AMP-PD	"{""name"":""mms101e_date"",""type"":""string"",""constraints"":{""enum"":[""Correct"",""Incorrect""]},""categories"":[{""value"":""Correct"",""label"":""Correct""},{""value"":""Incorrect"",""label"":""Incorrect""}]}"	Correct	SB:amp_value_set	sb_fallback		Correct | Incorrect
195	mms102a_state	AMP-PD	"{""name"":""mms102a_state"",""type"":""string"",""constraints"":{""enum"":[""Correct"",""Incorrect""]},""categories"":[{""value"":""Correct"",""label"":""Correct""},{""value"":""Incorrect"",""label"":""Incorrect""}]}"	Correct	SB:amp_value_set	sb_fallback		Correct | Incorrect
196	mms102b_county	AMP-PD	"{""name"":""mms102b_county"",""type"":""string"",""constraints"":{""enum"":[""Correct"",""Incorrect""]},""categories"":[{""value"":""Correct"",""label"":""Correct""},{""value"":""Incorrect"",""label"":""Incorrect""}]}"	Correct	SB:amp_value_set	sb_fallback		Correct | Incorrect
197	mms102c_city	AMP-PD	"{""name"":""mms102c_city"",""type"":""string"",""constraints"":{""enum"":[""Correct"",""Incorrect""]},""categories"":[{""value"":""Correct"",""label"":""Correct""},{""value"":""Incorrect"",""label"":""Incorrect""}]}"	Correct	SB:amp_value_set	sb_fallback		Correct | Incorrect
198	mms102d_address	AMP-PD	"{""name"":""mms102d_address"",""type"":""string"",""constraints"":{""enum"":[""Correct"",""Incorrect""]},""categories"":[{""value"":""Correct"",""label"":""Correct""},{""value"":""Incorrect"",""label"":""Incorrect""}]}"	Correct	SB:amp_value_set	sb_fallback		Correct | Incorrect
199	mms102e_floor	AMP-PD	"{""name"":""mms102e_floor"",""type"":""string"",""constraints"":{""enum"":[""Correct"",""Incorrect""]},""categories"":[{""value"":""Correct"",""label"":""Correct""},{""value"":""Incorrect"",""label"":""Incorrect""}]}"	Correct	SB:amp_value_set	sb_fallback		Correct | Incorrect
200	mms103_repeat_objects_score	AMP-PD	"{""name"":""mms103_repeat_objects_score"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":3}}"	1	SB:amp_value_set	sb_fallback		0 - 3
201	mms104_attention_calculat_score	AMP-PD	"{""name"":""mms104_attention_calculat_score"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":5}}"	2	SB:amp_value_set	sb_fallback		0 - 5
202	mms105_recall_score	AMP-PD	"{""name"":""mms105_recall_score"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":3}}"	1	SB:amp_value_set	sb_fallback		0 - 3
203	mms106_naming_object_score	AMP-PD	"{""name"":""mms106_naming_object_score"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":2}}"	1	SB:amp_value_set	sb_fallback		0 - 2
204	mms107_repeat_phrase_score	AMP-PD	"{""name"":""mms107_repeat_phrase_score"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":1}}"	0	SB:amp_value_set	sb_fallback		0 - 1
205	mms108b_fold_in_half_score	AMP-PD	"{""name"":""mms108b_fold_in_half_score"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":3}}"	1	SB:amp_value_set	sb_fallback		0 - 3
206	mms109_close_eyes_score	AMP-PD	"{""name"":""mms109_close_eyes_score"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":3}}"	1	SB:amp_value_set	sb_fallback		0 - 3
207	mms110_sentence_score	AMP-PD	"{""name"":""mms110_sentence_score"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":1}}"	0	SB:amp_value_set	sb_fallback		0 - 1
208	mms111_copy_design_score	AMP-PD	"{""name"":""mms111_copy_design_score"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":1}}"	0	SB:amp_value_set	sb_fallback		0 - 1
209	mms112_total_score	AMP-PD	"{""name"":""mms112_total_score"",""type"":""integer"",""constraints"":{""minimum"":13,""maximum"":30}}"	21	SB:amp_value_set	sb_fallback		13 - 30
210	mmse	AMP-PD	"{""name"":""mmse"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":30}}"	15	SB:amp_value_set	sb_fallback		[0-30] | NA
211	moca01_alternating_trail_making	AMP-PD	"{""name"":""moca01_alternating_trail_making"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":1}}"	0	SB:amp_value_set	sb_fallback		0 - 1
212	moca02_visuoconstr_skills_cube	AMP-PD	"{""name"":""moca02_visuoconstr_skills_cube"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":1}}"	0	SB:amp_value_set	sb_fallback		0 - 1
213	moca03_visuoconstr_skills_clock_cont	AMP-PD	"{""name"":""moca03_visuoconstr_skills_clock_cont"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":1}}"	0	SB:amp_value_set	sb_fallback		0 - 1
214	moca04_visuoconstr_skills_clock_num	AMP-PD	"{""name"":""moca04_visuoconstr_skills_clock_num"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":1}}"	0	SB:amp_value_set	sb_fallback		0 - 1
215	moca05_visuoconstr_skills_clock_hands	AMP-PD	"{""name"":""moca05_visuoconstr_skills_clock_hands"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":1}}"	0	SB:amp_value_set	sb_fallback		0 - 1
216	moca06_naming_lion	AMP-PD	"{""name"":""moca06_naming_lion"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":1}}"	0	SB:amp_value_set	sb_fallback		0 - 1
217	moca07_naming_rhino	AMP-PD	"{""name"":""moca07_naming_rhino"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":1}}"	0	SB:amp_value_set	sb_fallback		0 - 1
218	moca08_naming_camel	AMP-PD	"{""name"":""moca08_naming_camel"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":1}}"	0	SB:amp_value_set	sb_fallback		0 - 1
219	moca09_attention_forward_digit_span	AMP-PD	"{""name"":""moca09_attention_forward_digit_span"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":1}}"	0	SB:amp_value_set	sb_fallback		0 - 1
220	moca10_attention_backward_digit_span	AMP-PD	"{""name"":""moca10_attention_backward_digit_span"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":1}}"	0	SB:amp_value_set	sb_fallback		0 - 1
221	moca11_attention_vigilance	AMP-PD	"{""name"":""moca11_attention_vigilance"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":1}}"	0	SB:amp_value_set	sb_fallback		0 - 1
222	moca12_attention_serial_7s	AMP-PD	"{""name"":""moca12_attention_serial_7s"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":3}}"	1	SB:amp_value_set	sb_fallback		0 - 3
223	moca13_sentence_repetition	AMP-PD	"{""name"":""moca13_sentence_repetition"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":2}}"	1	SB:amp_value_set	sb_fallback		0 - 2
224	moca14_verbal_fluency_number_of_words	AMP-PD	"{""name"":""moca14_verbal_fluency_number_of_words"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":43}}"	21	SB:amp_value_set	sb_fallback		0 - 43
225	moca15_verbal_fluency	AMP-PD	"{""name"":""moca15_verbal_fluency"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":1}}"	0	SB:amp_value_set	sb_fallback		0 - 1
226	moca16_abstraction	AMP-PD	"{""name"":""moca16_abstraction"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":2}}"	1	SB:amp_value_set	sb_fallback		0 - 2
227	moca17_delayed_recall_face	AMP-PD	"{""name"":""moca17_delayed_recall_face"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":1}}"	0	SB:amp_value_set	sb_fallback		0 - 1
228	moca18_delayed_recall_velvet	AMP-PD	"{""name"":""moca18_delayed_recall_velvet"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":1}}"	0	SB:amp_value_set	sb_fallback		0 - 1
229	moca19_delayed_recall_church	AMP-PD	"{""name"":""moca19_delayed_recall_church"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":1}}"	0	SB:amp_value_set	sb_fallback		0 - 1
230	moca20_delayed_recall_daisy	AMP-PD	"{""name"":""moca20_delayed_recall_daisy"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":1}}"	0	SB:amp_value_set	sb_fallback		0 - 1
231	moca21_delayed_recall_red	AMP-PD	"{""name"":""moca21_delayed_recall_red"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":1}}"	0	SB:amp_value_set	sb_fallback		0 - 1
232	moca22_orientation_date_score	AMP-PD	"{""name"":""moca22_orientation_date_score"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":1}}"	0	SB:amp_value_set	sb_fallback		0 - 1
233	moca23_orientation_month_score	AMP-PD	"{""name"":""moca23_orientation_month_score"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":1}}"	0	SB:amp_value_set	sb_fallback		0 - 1
234	moca24_orientation_year_score	AMP-PD	"{""name"":""moca24_orientation_year_score"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":1}}"	0	SB:amp_value_set	sb_fallback		0 - 1
235	moca25_orientation_day_score	AMP-PD	"{""name"":""moca25_orientation_day_score"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":1}}"	0	SB:amp_value_set	sb_fallback		0 - 1
236	moca26_orientation_place_score	AMP-PD	"{""name"":""moca26_orientation_place_score"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":1}}"	0	SB:amp_value_set	sb_fallback		0 - 1
237	moca27_orientation_city_score	AMP-PD	"{""name"":""moca27_orientation_city_score"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":1}}"	0	SB:amp_value_set	sb_fallback		0 - 1
238	moca_abstraction_subscore	AMP-PD	"{""name"":""moca_abstraction_subscore"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":2}}"	1	SB:amp_value_set	sb_fallback		0 - 2
239	moca_attention_digits_subscore	AMP-PD	"{""name"":""moca_attention_digits_subscore"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":2}}"	1	SB:amp_value_set	sb_fallback		0 - 2
240	moca_delayed_recall_subscore	AMP-PD	"{""name"":""moca_delayed_recall_subscore"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":5}}"	2	SB:amp_value_set	sb_fallback		0 - 5
241	moca_delayed_recall_subscore_optnl_cat_cue	AMP-PD	"{""name"":""moca_delayed_recall_subscore_optnl_cat_cue"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":5}}"	2	SB:amp_value_set	sb_fallback		0 - 5
242	moca_delayed_recall_subscore_optnl_mult_choice	AMP-PD	"{""name"":""moca_delayed_recall_subscore_optnl_mult_choice"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":5}}"	2	SB:amp_value_set	sb_fallback		0 - 5
243	moca_language_subscore	AMP-PD	"{""name"":""moca_language_subscore"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":3}}"	1	SB:amp_value_set	sb_fallback		0 - 3
244	moca_naming_subscore	AMP-PD	"{""name"":""moca_naming_subscore"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":3}}"	1	SB:amp_value_set	sb_fallback		0 - 3
245	moca_orientation_subscore	AMP-PD	"{""name"":""moca_orientation_subscore"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":6}}"	3	SB:amp_value_set	sb_fallback		0 - 6
246	moca_total_score	AMP-PD	"{""name"":""moca_total_score"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":31}}"	15	SB:amp_value_set	sb_fallback		0 - 31
247	moca_visuospatial_executive_subscore	AMP-PD	"{""name"":""moca_visuospatial_executive_subscore"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":5}}"	2	SB:amp_value_set	sb_fallback		0 - 5
249	mod_schwab_england_pct_adl_score	AMP-PD	"{""name"":""mod_schwab_england_pct_adl_score"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":100}}"	50	SB:amp_value_set	sb_fallback		0 - 100
250	mood_dis	AMP-PD	"{""name"":""mood_dis"",""type"":""string"",""constraints"":{""enum"":[""Yes"",""No"",""NA""]},""categories"":[{""value"":""Yes"",""label"":""Yes""},{""value"":""No"",""label"":""No""},{""value"":""NA"",""label"":""NA""}]}"	Yes	SB:amp_value_set	sb_fallback		Yes | No | NA
252	mri_results	AMP-PD	"{""name"":""mri_results"",""type"":""string"",""constraints"":{""enum"":[""Abnormal, not clinically significant"",""Normal"",""Abnormal, clinically significant""]},""categories"":[{""value"":""Abnormal, not clinically significant"",""label"":""Abnormal, not clinically significant""},{""value"":""Normal"",""label"":""Normal""},{""value"":""Abnormal, clinically significant"",""label"":""Abnormal, clinically significant""}]}"	Abnormal, not clinically significant	SB:amp_value_set	sb_fallback		Abnormal, not clinically significant | Normal | Abnormal, clinically significant
253	msq01_act_out_dreams	AMP-PD	"{""name"":""msq01_act_out_dreams"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
254	msq01a_act_out_months	AMP-PD	"{""name"":""msq01a_act_out_months"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":2000.0}}"	1000.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 2000
255	msq01a_act_out_years	AMP-PD	"{""name"":""msq01a_act_out_years"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":99.0}}"	49.5	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 99
256	msq01b_patient_injured	AMP-PD	"{""name"":""msq01b_patient_injured"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
257	msq01c_bedpartner_injured	AMP-PD	"{""name"":""msq01c_bedpartner_injured"",""type"":""string"",""constraints"":{""enum"":[""Yes"",""No"",""No bedpartner""]},""categories"":[{""value"":""Yes"",""label"":""Yes""},{""value"":""No"",""label"":""No""},{""value"":""No bedpartner"",""label"":""No bedpartner""}]}"	Yes	SB:amp_value_set	sb_fallback		Yes | No | No bedpartner
258	msq01d_told_dreams	AMP-PD	"{""name"":""msq01d_told_dreams"",""type"":""string"",""constraints"":{""enum"":[""Yes"",""No"",""Never told you about dreams""]},""categories"":[{""value"":""Yes"",""label"":""Yes""},{""value"":""No"",""label"":""No""},{""value"":""Never told you about dreams"",""label"":""Never told you about dreams""}]}"	Yes	SB:amp_value_set	sb_fallback		Yes | No | Never told you about dreams
259	msq01e_dream_details_match	AMP-PD	"{""name"":""msq01e_dream_details_match"",""type"":""string"",""constraints"":{""enum"":[""Yes"",""No"",""Never told you about dreams""]},""categories"":[{""value"":""Yes"",""label"":""Yes""},{""value"":""No"",""label"":""No""},{""value"":""Never told you about dreams"",""label"":""Never told you about dreams""}]}"	Yes	SB:amp_value_set	sb_fallback		Yes | No | Never told you about dreams
260	msq02_legs_jerk	AMP-PD	"{""name"":""msq02_legs_jerk"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
261	msq03_restless_legs	AMP-PD	"{""name"":""msq03_restless_legs"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
262	msq03a_leg_sensations_decrease	AMP-PD	"{""name"":""msq03a_leg_sensations_decrease"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
263	msq03b_time_leg_sensations_worst	AMP-PD	"{""name"":""msq03b_time_leg_sensations_worst"",""type"":""string"",""constraints"":{""enum"":[""After 6pm"",""Before 6pm""]},""categories"":[{""value"":""After 6pm"",""label"":""After 6pm""},{""value"":""Before 6pm"",""label"":""Before 6pm""}]}"	After 6pm	SB:amp_value_set	sb_fallback		After 6pm | Before 6pm
264	msq04b_walked_asleep	AMP-PD	"{""name"":""msq04b_walked_asleep"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
265	msq05_snorted_awake	AMP-PD	"{""name"":""msq05_snorted_awake"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
266	msq06_stop_breathing	AMP-PD	"{""name"":""msq06_stop_breathing"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
267	msq06a_treated_for_stop_breathing	AMP-PD	"{""name"":""msq06a_treated_for_stop_breathing"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
268	msq07_leg_cramps	AMP-PD	"{""name"":""msq07_leg_cramps"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
269	msq08_rate_of_alertness	AMP-PD	"{""name"":""msq08_rate_of_alertness"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":10}}"	5	SB:amp_value_set	sb_fallback		0 - 10
270	msq_distracting_sleep_behaviors	AMP-PD	"{""name"":""msq_distracting_sleep_behaviors"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
271	msq_info_source	AMP-PD	"{""name"":""msq_info_source"",""type"":""string"",""constraints"":{""enum"":[""Subject"",""Informant""]},""categories"":[{""value"":""Subject"",""label"":""Subject""},{""value"":""Informant"",""label"":""Informant""}]}"	Subject	SB:amp_value_set	sb_fallback		Subject | Informant
272	msq_interviewee_live_with_subject	AMP-PD	"{""name"":""msq_interviewee_live_with_subject"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
273	msq_interviewee_sleep_same_room	AMP-PD	"{""name"":""msq_interviewee_sleep_same_room"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
274	neurolep_sens	AMP-PD	"{""name"":""neurolep_sens"",""type"":""string"",""constraints"":{""enum"":[""Yes"",""No"",""NA""]},""categories"":[{""value"":""Yes"",""label"":""Yes""},{""value"":""No"",""label"":""No""},{""value"":""NA"",""label"":""NA""}]}"	Yes	SB:amp_value_set	sb_fallback		Yes | No | NA
275	on_dopamine_agonist	AMP-PD	"{""name"":""on_dopamine_agonist"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes"",""Unknown""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""},{""value"":""Unknown"",""label"":""Unknown""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes | Unknown
276	on_levodopa	AMP-PD	"{""name"":""on_levodopa"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes"",""Unknown""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""},{""value"":""Unknown"",""label"":""Unknown""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes | Unknown
277	on_other_pd_medications	AMP-PD	"{""name"":""on_other_pd_medications"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes"",""Unknown""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""},{""value"":""Unknown"",""label"":""Unknown""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes | Unknown
