cde_id	amp_variable	sb_source	table_schema_field	example_source_value	spec_origin	spec_status	schema_error	sb_value_set
449	upd135_dyskinesias_dystonia	AMP-PD	"{""name"":""upd135_dyskinesias_dystonia"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":1.0}}"	0.5	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 1
450	upd136_off_periods_predictable	AMP-PD	"{""name"":""upd136_off_periods_predictable"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":1.0}}"	0.5	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 1
451	upd137_off_periods_unpredictable	AMP-PD	"{""name"":""upd137_off_periods_unpredictable"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":1.0}}"	0.5	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 1
452	upd138_off_periods_sudden	AMP-PD	"{""name"":""upd138_off_periods_sudden"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":1.0}}"	0.5	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 1
453	upd139_clin_fluctu_off_periods	AMP-PD	"{""name"":""upd139_clin_fluctu_off_periods"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
454	upd140_anorexia_nausea_vomit	AMP-PD	"{""name"":""upd140_anorexia_nausea_vomit"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":1.0}}"	0.5	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 1
455	upd141_sleep_disturbances	AMP-PD	"{""name"":""upd141_sleep_disturbances"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":1.0}}"	0.5	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 1
456	upd142_symptomatic_orthostasis	AMP-PD	"{""name"":""upd142_symptomatic_orthostasis"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":1.0}}"	0.5	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 1
457	upd143_mod_hoehn_and_yahr_stage	AMP-PD	"{""name"":""upd143_mod_hoehn_and_yahr_stage"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":5.0}}"	2.5	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 5
458	upd2101_cognitive_impairment	AMP-PD	"{""name"":""upd2101_cognitive_impairment"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
459	upd2102_hallucinations_and_psychosis	AMP-PD	"{""name"":""upd2102_hallucinations_and_psychosis"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
460	upd2103_depressed_mood	AMP-PD	"{""name"":""upd2103_depressed_mood"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
461	upd2104_anxious_mood	AMP-PD	"{""name"":""upd2104_anxious_mood"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
462	upd2105_apathy	AMP-PD	"{""name"":""upd2105_apathy"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
463	upd2106_dopamine_dysregulation_syndrome_features	AMP-PD	"{""name"":""upd2106_dopamine_dysregulation_syndrome_features"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
464	upd2107_pat_quest_sleep_problems	AMP-PD	"{""name"":""upd2107_pat_quest_sleep_problems"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
465	upd2108_pat_quest_daytime_sleepiness	AMP-PD	"{""name"":""upd2108_pat_quest_daytime_sleepiness"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
466	upd2109_pat_quest_pain_and_other_sensations	AMP-PD	"{""name"":""upd2109_pat_quest_pain_and_other_sensations"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
467	upd2110_pat_quest_urinary_problems	AMP-PD	"{""name"":""upd2110_pat_quest_urinary_problems"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
468	upd2111_pat_quest_constipation_problems	AMP-PD	"{""name"":""upd2111_pat_quest_constipation_problems"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
469	upd2112_pat_quest_lightheadedness_on_standing	AMP-PD	"{""name"":""upd2112_pat_quest_lightheadedness_on_standing"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
470	upd2113_pat_quest_fatigue	AMP-PD	"{""name"":""upd2113_pat_quest_fatigue"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
471	upd2201_speech	AMP-PD	"{""name"":""upd2201_speech"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
472	upd2202_saliva_and_drooling	AMP-PD	"{""name"":""upd2202_saliva_and_drooling"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
473	upd2203_chewing_and_swallowing	AMP-PD	"{""name"":""upd2203_chewing_and_swallowing"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
474	upd2204_eating_tasks	AMP-PD	"{""name"":""upd2204_eating_tasks"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
475	upd2205_dressing	AMP-PD	"{""name"":""upd2205_dressing"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
476	upd2206_hygiene	AMP-PD	"{""name"":""upd2206_hygiene"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
477	upd2207_handwriting	AMP-PD	"{""name"":""upd2207_handwriting"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
478	upd2208_doing_hobbies_and_other_activities	AMP-PD	"{""name"":""upd2208_doing_hobbies_and_other_activities"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
479	upd2209_turning_in_bed	AMP-PD	"{""name"":""upd2209_turning_in_bed"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
480	upd2210_tremor	AMP-PD	"{""name"":""upd2210_tremor"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
481	upd2211_get_out_of_bed_car_or_deep_chair	AMP-PD	"{""name"":""upd2211_get_out_of_bed_car_or_deep_chair"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
482	upd2212_walking_and_balance	AMP-PD	"{""name"":""upd2212_walking_and_balance"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
483	upd2213_freezing	AMP-PD	"{""name"":""upd2213_freezing"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
484	upd2301_speech_problems	AMP-PD	"{""name"":""upd2301_speech_problems"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
485	upd2302_facial_expression	AMP-PD	"{""name"":""upd2302_facial_expression"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
486	upd2303a_rigidity_neck	AMP-PD	"{""name"":""upd2303a_rigidity_neck"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
487	upd2303b_rigidity_rt_upper_extremity	AMP-PD	"{""name"":""upd2303b_rigidity_rt_upper_extremity"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
488	upd2303c_rigidity_left_upper_extremity	AMP-PD	"{""name"":""upd2303c_rigidity_left_upper_extremity"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
489	upd2303d_rigidity_rt_lower_extremity	AMP-PD	"{""name"":""upd2303d_rigidity_rt_lower_extremity"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
490	upd2303e_rigidity_left_lower_extremity	AMP-PD	"{""name"":""upd2303e_rigidity_left_lower_extremity"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
491	upd2304a_right_finger_tapping	AMP-PD	"{""name"":""upd2304a_right_finger_tapping"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
492	upd2304b_left_finger_tapping	AMP-PD	"{""name"":""upd2304b_left_finger_tapping"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
493	upd2305a_right_hand_movements	AMP-PD	"{""name"":""upd2305a_right_hand_movements"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
494	upd2305b_left_hand_movements	AMP-PD	"{""name"":""upd2305b_left_hand_movements"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
495	upd2306a_pron_sup_movement_right_hand	AMP-PD	"{""name"":""upd2306a_pron_sup_movement_right_hand"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
496	upd2306b_pron_sup_movement_left_hand	AMP-PD	"{""name"":""upd2306b_pron_sup_movement_left_hand"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
497	upd2307a_right_toe_tapping	AMP-PD	"{""name"":""upd2307a_right_toe_tapping"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
498	upd2307b_left_toe_tapping	AMP-PD	"{""name"":""upd2307b_left_toe_tapping"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
499	upd2308a_right_leg_agility	AMP-PD	"{""name"":""upd2308a_right_leg_agility"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
500	upd2308b_left_leg_agility	AMP-PD	"{""name"":""upd2308b_left_leg_agility"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
501	upd2309_arising_from_chair	AMP-PD	"{""name"":""upd2309_arising_from_chair"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
502	upd2310_gait	AMP-PD	"{""name"":""upd2310_gait"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
503	upd2311_freezing_of_gait	AMP-PD	"{""name"":""upd2311_freezing_of_gait"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
504	upd2312_postural_stability	AMP-PD	"{""name"":""upd2312_postural_stability"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
505	upd2313_posture	AMP-PD	"{""name"":""upd2313_posture"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
506	upd2314_body_bradykinesia	AMP-PD	"{""name"":""upd2314_body_bradykinesia"",""type"":""string"",""constraints"":{""enum"":[""Normal"",""Slight"",""Mild"",""Moderate"",""Severe""]},""categories"":[{""value"":""Normal"",""label"":""Normal""},{""value"":""Slight"",""label"":""Slight""},{""value"":""Mild"",""label"":""Mild""},{""value"":""Moderate"",""label"":""Moderate""},{""value"":""Severe"",""label"":""Severe""}]}"	Normal	SB:amp_value_set	sb_fallback		Normal | Slight | Mild | Moderate | Severe
