program	table	dictionary	column	role	grain
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	visit_name	key	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	visit_month	key	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2301_speech_problems	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2302_facial_expression	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2303a_rigidity_neck	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2303b_rigidity_rt_upper_extremity	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2303c_rigidity_left_upper_extremity	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2303d_rigidity_rt_lower_extremity	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2303e_rigidity_left_lower_extremity	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2304a_right_finger_tapping	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2304b_left_finger_tapping	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2305a_right_hand_movements	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2305b_left_hand_movements	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2306a_pron_sup_movement_right_hand	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2306b_pron_sup_movement_left_hand	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2307a_right_toe_tapping	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2307b_left_toe_tapping	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2308a_right_leg_agility	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2308b_left_leg_agility	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2309_arising_from_chair	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2310_gait	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2311_freezing_of_gait	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2312_postural_stability	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2313_posture	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2314_body_bradykinesia	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2315a_postural_tremor_of_right_hand	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2315b_postural_tremor_of_left_hand	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2316a_kinetic_tremor_of_right_hand	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2316b_kinetic_tremor_of_left_hand	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2317a_rest_tremor_amplitude_right_upper_extremity	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2317b_rest_tremor_amplitude_left_upper_extremity	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2317c_rest_tremor_amplitude_right_lower_extremity	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2317d_rest_tremor_amplitude_left_lower_extremity	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2317e_rest_tremor_amplitude_lip_or_jaw	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2318_consistency_of_rest_tremor	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2301_speech_problems	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2302_facial_expression	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2303a_rigidity_neck	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2303b_rigidity_rt_upper_extremity	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2303c_rigidity_left_upper_extremity	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2303d_rigidity_rt_lower_extremity	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2303e_rigidity_left_lower_extremity	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2304a_right_finger_tapping	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2304b_left_finger_tapping	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2305a_right_hand_movements	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2305b_left_hand_movements	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2306a_pron_sup_movement_right_hand	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2306b_pron_sup_movement_left_hand	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2307a_right_toe_tapping	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2307b_left_toe_tapping	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2308a_right_leg_agility	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2308b_left_leg_agility	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2309_arising_from_chair	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2310_gait	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2311_freezing_of_gait	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2312_postural_stability	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2313_posture	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2314_body_bradykinesia	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2315a_postural_tremor_of_right_hand	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2315b_postural_tremor_of_left_hand	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2316a_kinetic_tremor_of_right_hand	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2316b_kinetic_tremor_of_left_hand	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2317a_rest_tremor_amplitude_right_upper_extremity	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2317b_rest_tremor_amplitude_left_upper_extremity	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2317c_rest_tremor_amplitude_right_lower_extremity	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2317d_rest_tremor_amplitude_left_lower_extremity	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2317e_rest_tremor_amplitude_lip_or_jaw	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2318_consistency_of_rest_tremor	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2da_dyskinesias_during_exam	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2db_movements_interfere_with_ratings	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	code_upd2hy_hoehn_and_yahr_stage	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd2hy_hoehn_and_yahr_stage	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd23a_medication_for_pd	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	upd23b_clinical_state_on_medication	data	visit
AMP-PD	MDS_UPDRS_Part_III.csv	pdrd/MDS_UPDRS_Part_III_dictionary.csv	mds_updrs_part_iii_summary_score	data	visit
AMP-PD	MDS_UPDRS_Part_IV.csv	pdrd/MDS_UPDRS_Part_IV_dictionary.csv	participant_id	key	visit
AMP-PD	MDS_UPDRS_Part_IV.csv	pdrd/MDS_UPDRS_Part_IV_dictionary.csv	GUID	key	visit
AMP-PD	MDS_UPDRS_Part_IV.csv	pdrd/MDS_UPDRS_Part_IV_dictionary.csv	visit_name	key	visit
AMP-PD	MDS_UPDRS_Part_IV.csv	pdrd/MDS_UPDRS_Part_IV_dictionary.csv	visit_month	key	visit
AMP-PD	MDS_UPDRS_Part_IV.csv	pdrd/MDS_UPDRS_Part_IV_dictionary.csv	code_upd2401_time_spent_with_dyskinesias	data	visit
AMP-PD	MDS_UPDRS_Part_IV.csv	pdrd/MDS_UPDRS_Part_IV_dictionary.csv	code_upd2402_functional_impact_of_dyskinesias	data	visit
AMP-PD	MDS_UPDRS_Part_IV.csv	pdrd/MDS_UPDRS_Part_IV_dictionary.csv	code_upd2403_time_spent_in_the_off_state	data	visit
AMP-PD	MDS_UPDRS_Part_IV.csv	pdrd/MDS_UPDRS_Part_IV_dictionary.csv	code_upd2404_functional_impact_of_fluctuations	data	visit
AMP-PD	MDS_UPDRS_Part_IV.csv	pdrd/MDS_UPDRS_Part_IV_dictionary.csv	code_upd2405_complexity_of_motor_fluctuations	data	visit
AMP-PD	MDS_UPDRS_Part_IV.csv	pdrd/MDS_UPDRS_Part_IV_dictionary.csv	code_upd2406_painful_off_state_dystonia	data	visit
AMP-PD	MDS_UPDRS_Part_IV.csv	pdrd/MDS_UPDRS_Part_IV_dictionary.csv	upd2401_time_spent_with_dyskinesias	data	visit
AMP-PD	MDS_UPDRS_Part_IV.csv	pdrd/MDS_UPDRS_Part_IV_dictionary.csv	upd2402_functional_impact_of_dyskinesias	data	visit
AMP-PD	MDS_UPDRS_Part_IV.csv	pdrd/MDS_UPDRS_Part_IV_dictionary.csv	upd2403_time_spent_in_the_off_state	data	visit
AMP-PD	MDS_UPDRS_Part_IV.csv	pdrd/MDS_UPDRS_Part_IV_dictionary.csv	upd2404_functional_impact_of_fluctuations	data	visit
AMP-PD	MDS_UPDRS_Part_IV.csv	pdrd/MDS_UPDRS_Part_IV_dictionary.csv	upd2405_complexity_of_motor_fluctuations	data	visit
AMP-PD	MDS_UPDRS_Part_IV.csv	pdrd/MDS_UPDRS_Part_IV_dictionary.csv	upd2406_painful_off_state_dystonia	data	visit
AMP-PD	MDS_UPDRS_Part_IV.csv	pdrd/MDS_UPDRS_Part_IV_dictionary.csv	mds_updrs_part_iv_summary_score	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	participant_id	key	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	GUID	key	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	visit_name	key	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	visit_month	key	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	code_mms101a_year	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	code_mms101b_season	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	code_mms101c_month	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	code_mms101d_day	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	code_mms101e_date	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	code_mms102a_state	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	code_mms102b_county	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	code_mms102c_city	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	code_mms102d_address	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	code_mms102e_floor	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	mms103_repeat_objects_score	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	mms104_attention_calculat_score	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	mms105_recall_score	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	mms106_naming_object_score	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	mms107_repeat_phrase_score	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	mms108b_fold_in_half_score	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	mms109_close_eyes_score	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	mms110_sentence_score	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	mms111_copy_design_score	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	mms101a_year	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	mms101b_season	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	mms101c_month	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	mms101d_day	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	mms101e_date	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	mms102a_state	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	mms102b_county	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	mms102c_city	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	mms102d_address	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	mms102e_floor	data	visit
AMP-PD	MMSE.csv	pdrd/MMSE_dictionary.csv	mms112_total_score	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	participant_id	key	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	GUID	key	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	visit_name	key	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	visit_month	key	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca01_alternating_trail_making	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca02_visuoconstr_skills_cube	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca03_visuoconstr_skills_clock_cont	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca04_visuoconstr_skills_clock_num	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca05_visuoconstr_skills_clock_hands	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca_visuospatial_executive_subscore	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca06_naming_lion	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca07_naming_rhino	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca08_naming_camel	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca_naming_subscore	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca09_attention_forward_digit_span	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca10_attention_backward_digit_span	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca_attention_digits_subscore	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca11_attention_vigilance	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca12_attention_serial_7s	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca13_sentence_repetition	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca14_verbal_fluency_number_of_words	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca15_verbal_fluency	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca_language_subscore	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca16_abstraction	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca_abstraction_subscore	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca17_delayed_recall_face	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca18_delayed_recall_velvet	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca19_delayed_recall_church	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca20_delayed_recall_daisy	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca21_delayed_recall_red	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca_delayed_recall_subscore	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca_delayed_recall_subscore_optnl_cat_cue	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca_delayed_recall_subscore_optnl_mult_choice	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca22_orientation_date_score	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca23_orientation_month_score	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca24_orientation_year_score	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca25_orientation_day_score	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca26_orientation_place_score	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca27_orientation_city_score	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca_orientation_subscore	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	code_education_12years_complete	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	education_12years_complete	data	visit
AMP-PD	MOCA.csv	pdrd/MOCA_dictionary.csv	moca_total_score	data	visit
AMP-PD	MRI.csv	pdrd/MRI_dictionary.csv	participant_id	key	visit
AMP-PD	MRI.csv	pdrd/MRI_dictionary.csv	GUID	key	visit
AMP-PD	MRI.csv	pdrd/MRI_dictionary.csv	visit_name	key	visit
AMP-PD	MRI.csv	pdrd/MRI_dictionary.csv	visit_month	key	visit
AMP-PD	MRI.csv	pdrd/MRI_dictionary.csv	mri_results	data	visit
AMP-PD	Modified_Schwab_&_England_ADL.csv	pdrd/Modified_Schwab___England_ADL_dictionary.csv	participant_id	key	visit
AMP-PD	Modified_Schwab_&_England_ADL.csv	pdrd/Modified_Schwab___England_ADL_dictionary.csv	GUID	key	visit
AMP-PD	Modified_Schwab_&_England_ADL.csv	pdrd/Modified_Schwab___England_ADL_dictionary.csv	visit_name	key	visit
AMP-PD	Modified_Schwab_&_England_ADL.csv	pdrd/Modified_Schwab___England_ADL_dictionary.csv	visit_month	key	visit
AMP-PD	Modified_Schwab_&_England_ADL.csv	pdrd/Modified_Schwab___England_ADL_dictionary.csv	mod_schwab_england_pct_adl_score	data	visit
AMP-PD	PDQ_39.csv	pdrd/PDQ_39_dictionary.csv	participant_id	key	visit
AMP-PD	PDQ_39.csv	pdrd/PDQ_39_dictionary.csv	GUID	key	visit
AMP-PD	PDQ_39.csv	pdrd/PDQ_39_dictionary.csv	visit_name	key	visit
AMP-PD	PDQ_39.csv	pdrd/PDQ_39_dictionary.csv	visit_month	key	visit
AMP-PD	PDQ_39.csv	pdrd/PDQ_39_dictionary.csv	pdq39_01_doing_leisure_activity	data	visit
AMP-PD	PDQ_39.csv	pdrd/PDQ_39_dictionary.csv	pdq39_02_looking_after_home	data	visit
AMP-PD	PDQ_39.csv	pdrd/PDQ_39_dictionary.csv	pdq39_03_carrying_shopping_bags	data	visit
AMP-PD	PDQ_39.csv	pdrd/PDQ_39_dictionary.csv	pdq39_04_walking_half_mile	data	visit
AMP-PD	PDQ_39.csv	pdrd/PDQ_39_dictionary.csv	pdq39_05_walking_100_yards	data	visit
AMP-PD	PDQ_39.csv	pdrd/PDQ_39_dictionary.csv	pdq39_06_getting_around_house	data	visit
AMP-PD	PDQ_39.csv	pdrd/PDQ_39_dictionary.csv	pdq39_07_getting_around_in_public	data	visit
AMP-PD	PDQ_39.csv	pdrd/PDQ_39_dictionary.csv	pdq39_08_need_someone_to_accompany	data	visit
AMP-PD	PDQ_39.csv	pdrd/PDQ_39_dictionary.csv	pdq39_09_worried_about_falling	data	visit
AMP-PD	PDQ_39.csv	pdrd/PDQ_39_dictionary.csv	pdq39_10_confined_to_house	data	visit
AMP-PD	PDQ_39.csv	pdrd/PDQ_39_dictionary.csv	pdq39_11_showering	data	visit
AMP-PD	PDQ_39.csv	pdrd/PDQ_39_dictionary.csv	pdq39_12_dressing	data	visit
AMP-PD	PDQ_39.csv	pdrd/PDQ_39_dictionary.csv	pdq39_13_buttons_and_shoelaces	data	visit
AMP-PD	PDQ_39.csv	pdrd/PDQ_39_dictionary.csv	pdq39_14_writing	data	visit
AMP-PD	PDQ_39.csv	pdrd/PDQ_39_dictionary.csv	pdq39_15_cutting_food	data	visit
AMP-PD	PDQ_39.csv	pdrd/PDQ_39_dictionary.csv	pdq39_16_spill_drink	data	visit
AMP-PD	PDQ_39.csv	pdrd/PDQ_39_dictionary.csv	pdq39_17_depressed	data	visit
AMP-PD	PDQ_39.csv	pdrd/PDQ_39_dictionary.csv	pdq39_18_lonely	data	visit
AMP-PD	PDQ_39.csv	pdrd/PDQ_39_dictionary.csv	pdq39_19_weepy	data	visit
AMP-PD	PDQ_39.csv	pdrd/PDQ_39_dictionary.csv	pdq39_20_angry	data	visit
AMP-PD	PDQ_39.csv	pdrd/PDQ_39_dictionary.csv	pdq39_21_anxious	data	visit
AMP-PD	PDQ_39.csv	pdrd/PDQ_39_dictionary.csv	pdq39_22_worried_about_future	data	visit
